

                                          Current Status of Mail Jobs Processed
                                                                               Mail      Mail     Mail      Print    Print
     Jobname          GlobalID   MSO            MSO Information               Pieces     Date     Time      Date     Time
-------------------- ---------- ------- ----------------------------------  --------- ---------- -------- --------  --------






 


                                         Report of Latest Completed Jobs

   Start        Start       End         End          Pages     Sheets
   Date         Time        Date        Time        Printed    Printed   Printer       JobName           JOBID      Form     GlobalID
 06/25/2015   21:17:10   06/25/2015    21:20:04          128         65   PRT73  EC1100A_Combined_SF1   infosele      ZY81  5124033980
 06/25/2015   21:17:15   06/25/2015    21:20:24           46         24   PRT73  EC1200A_Combined_SF1   infosele      ZY81  5124033981
 06/25/2015   21:21:36   06/25/2015    21:21:56            3          3   PRT72              JK0236P1    prd1ips      ZY34  5124033853
 06/25/2015   21:21:37   06/25/2015    21:21:56            3          3   PRT72              JK0430P1    prd1ips      ZY34  5124033940
 06/25/2015   21:21:39   06/25/2015    21:22:01            4          4   PRT72              JK0438P1    prd1ips      ZY34  5124033846
 06/25/2015   21:22:41   06/25/2015    21:24:56          232        117   PRT73  PDOA_MDOR_REG_APPEND   infosele      ZY81  5124033987
 06/25/2015   21:19:27   06/25/2015    21:25:06          122        122   PRT67              #8552393   JOB61687      ZY92  5124033982
 06/25/2015   21:22:48   06/25/2015    21:26:21          204        103   PRT73  PDOA_MDOR_REG_APPEND   infosele      ZY81  5124033988
 06/25/2015   21:25:16   06/25/2015    21:27:30          112        112   PRT70       Blank_Large_Job   infosele  BlankJob  2942506699
 06/25/2015   21:23:11   06/25/2015    21:27:51          242        122   PRT73  PDOA_MDOR_REG_APPEND   infosele      ZY81  5124033989
 06/25/2015   21:24:56   06/25/2015    21:29:47          270        136   PRT73  PDOA_MDOR_REG_APPEND   infosele      ZY81  5124033994
 06/25/2015   21:26:53   06/25/2015    21:29:47            8          8   PRT73      JD5602PNT_LETTER   infosele      ZY81  5124033991
 06/25/2015   21:26:55   06/25/2015    21:29:53            4          4   PRT73      JD5605PNF_LETTER   infosele      ZY81  5124033993
 06/25/2015   21:26:57   06/25/2015    21:29:53            8          8   PRT73      JD5605PNP_LETTER   infosele      ZY81  5124033992
 06/25/2015   21:26:28   06/25/2015    21:30:22            4          4   PRT72     JD5602PNTM_MAILER   infosele    PUB300  5124033990
 06/25/2015   21:30:18   06/25/2015    21:30:55           38         21   PRT78              #TEST057   JOB39248      T057  5124033802
 06/25/2015   21:27:30   06/25/2015    21:35:45         4008       2004   PRT70  UCT-4973-E_8879626_8   infosele      ZY81  5124033974
 06/25/2015   21:29:31   06/25/2015    21:36:41         1168        586   PRT70  UCT-4973-E_8879627_b   infosele      ZY81  5124033975
 06/25/2015   21:34:57   06/25/2015    21:37:19          808        404   PRT70  PDOA_MDOR_BTR_GREETI   infosele      ZY81  5124033986
 06/25/2015   21:35:56   06/25/2015    21:38:07          896        450   PRT70  PDOA_MDOR_REG_NOINSE   infosele      ZY81  5124033995
 06/25/2015   21:40:02   06/25/2015    21:40:28            8          5   PRT78              AD36150M   JOB61114      ZY80  5124033977
 06/25/2015   21:36:40   06/25/2015    21:40:32         3014       1508   PRT70  PDOA_MDOR_REG_NOINSE   infosele      ZY81  5124033996
 06/25/2015   21:39:05   06/25/2015    21:41:44         1410        706   PRT70  PDOA_MDOR_REG_NOINSE   infosele      ZY81  5124033997
 06/25/2015   21:40:30   06/25/2015    21:41:57          112        112   PRT70       Blank_Large_Job   infosele  BlankJob  2942506699
 06/25/2015   21:49:49   06/25/2015    21:50:10            4          4   PRT73      JD5602PNC_LETTER   infosele      ZY81  5124033999
 06/25/2015   21:40:31   06/25/2015    21:50:59         4010       2004   PRT70  UCT-4973-E_8879626_8   infosele      ZY81  5124033974
 06/25/2015   21:49:09   06/25/2015    21:50:59          112        112   PRT70       Blank_Large_Job   infosele  BlankJob  2942506699
 06/25/2015   21:27:05   06/25/2015    21:51:01         1714        858   PRT74  PDOA_MDOR_PERF_NOINS   infosele      ZY19  5124033985
 06/25/2015   21:50:05   06/25/2015    21:51:32            4          4   PRT72     JD5602PNCM_MAILER   infosele    PUB300  5124033998
 06/25/2015   21:39:33   06/25/2015    21:54:38         1040        521   PRT74  PDOA_MDOR_PERF_NOINS   infosele      ZY19  5124033983
 06/25/2015   21:52:49   06/25/2015    22:10:30         3186       1594   PRT74  PDOA_MDOR_PERF_NOINS   infosele      ZY19  5124033984
 06/25/2015   22:55:39   06/25/2015    23:01:22         1021        510   PRT70  CN2000A_Combined_SF1   infosele      ZY81  5124033900
 06/25/2015   23:02:25   06/25/2015    23:03:51          148         75   PRT73  CN3100A_Combined_SF1   infosele      ZY81  5124034001
 06/25/2015   23:28:39   06/25/2015    23:29:16           30         16   PRT73  CN3100A_Combined_LF1   infosele      ZY81  5124034000
 06/25/2015   23:00:54   06/25/2015    23:32:50         2386       1192   PRT70  CN2000A_Combined_SF1   infosele      ZY81  5124033900
 06/25/2015   23:37:15   06/25/2015    23:37:43           26         14   PRT73               CN1150A   infosele      ZY81  5124034011
 06/25/2015   23:37:17   06/25/2015    23:37:56           22         12   PRT73               CN1150B   infosele      ZY81  5124034012
 06/25/2015   23:37:20   06/25/2015    23:38:06           26         14   PRT73               CN1150C   infosele      ZY81  5124034013
 06/25/2015   23:37:22   06/25/2015    23:38:21           22         12   PRT73               CN1150D   infosele      ZY81  5124034014
 06/25/2015   23:37:25   06/25/2015    23:38:26           18         10   PRT73               CN1150E   infosele      ZY81  5124034015
 06/25/2015   23:37:27   06/25/2015    23:38:36           22         12   PRT73               CN1150F   infosele      ZY81  5124034016
 06/25/2015   23:37:30   06/25/2015    23:38:41            6          4   PRT73               CN1150G   infosele      ZY81  5124034017
 06/25/2015   23:37:32   06/25/2015    23:39:01           50         26   PRT73               CN1150H   infosele      ZY81  5124034018
 06/25/2015   23:37:35   06/25/2015    23:39:11           18         10   PRT73               CN1150I   infosele      ZY81  5124034019


                                         Report of Latest Completed Jobs

   Start        Start       End         End          Pages     Sheets
   Date         Time        Date        Time        Printed    Printed   Printer       JobName           JOBID      Form     GlobalID
 ----------  ----------  ----------   ----------   ---------- ----------  -----  --------------------   --------  --------  ----------
 06/25/2015   23:37:44   06/25/2015    23:39:21           18         10   PRT73               CN1150J   infosele      ZY81  5124034020
 06/25/2015   23:41:31   06/25/2015    23:45:06          454        228   PRT73               CN7070A   infosele      ZY81  5124034049
 06/25/2015   23:47:20   06/25/2015    23:47:54           26         14   PRT72  CN7600A_Combined_SF1   infosele      ZY81  5124034028
 06/25/2015   23:41:45   06/25/2015    23:48:36          490        246   PRT73               CN7070B   infosele      ZY81  5124034050
 06/25/2015   23:43:12   06/25/2015    23:48:45         5124       2562   PRT70  CN1000A_Combined_SF1   infosele      ZY81  5124034103
 06/25/2015   23:47:22   06/25/2015    23:49:05           98         50   PRT72              KDDPC463   JOB65283      ZY81  5124034035
 06/25/2015   23:47:25   06/25/2015    23:49:45           98         50   PRT72             KIDS_FN21   infosele      ZY81  5124034098
 06/25/2015   23:47:43   06/25/2015    23:50:48         2488       1246   PRT70  CN1100A_Combined_SF1   infosele      ZY81  5124034004
 06/25/2015   23:45:06   06/25/2015    23:52:05          510        256   PRT73               CN7070C   infosele      ZY81  5124034051
 06/25/2015   23:49:41   06/25/2015    23:53:03         2754       1378   PRT70  CN1100B_Combined_SF1   infosele      ZY81  5124034007
 06/25/2015   23:51:31   06/25/2015    23:54:04          296        149   PRT72  CN8100A_Combined_SF1   infosele      ZY81  5124034084
 06/25/2015   23:51:56   06/25/2015    23:55:03         2488       1244   PRT70  CN1100C_Combined_SF1   infosele      ZY81  5124034029
 06/25/2015   23:48:42   06/25/2015    23:55:25          486        244   PRT73               CN7070D   infosele      ZY81  5124034052
 06/25/2015   23:53:59   06/25/2015    23:56:58         2328       1166   PRT70  CN1100D_Combined_SF1   infosele      ZY81  5124034031
 06/25/2015   23:52:05   06/25/2015    23:58:33          434        218   PRT73               CN7070E   infosele      ZY81  5124034053
 06/25/2015   23:55:52   06/25/2015    23:59:05         2594       1298   PRT70  CN1100E_Combined_SF1   infosele      ZY81  5124034086
 06/25/2015   23:57:59   06/26/2015    00:02:01         2556       1278   PRT70  CN1100F_Combined_SF1   infosele      ZY81  5124034008
 06/25/2015   23:59:40   06/26/2015    00:03:01          416        209   PRT73               CN7070F   infosele      ZY81  5124034054
 06/26/2015   00:00:05   06/26/2015    00:04:21         2848       1426   PRT70  CN1100G_Combined_SF1   infosele      ZY81  5124034010
 06/25/2015   23:51:40   06/26/2015    00:05:41         1286        644   PRT72  CN8100A_Combined_LF1   infosele      ZY81  5124034083
 06/26/2015   00:03:13   06/26/2015    00:06:18         2392       1196   PRT70  CN1100H_Combined_SF1   infosele      ZY81  5124034033
 06/25/2015   23:59:54   06/26/2015    00:08:19          510        256   PRT73               CN7070G   infosele      ZY81  5124034055
 06/26/2015   00:05:11   06/26/2015    00:08:22         2496       1250   PRT70  CN1100I_Combined_SF1   infosele      ZY81  5124034036
 06/26/2015   00:07:14   06/26/2015    00:11:21         2720       1360   PRT70  CN1100J_Combined_SF1   infosele      ZY81  5124034038
 06/26/2015   00:03:07   06/26/2015    00:11:41          484        243   PRT73               CN7070H   infosele      ZY81  5124034056
 06/26/2015   00:08:20   06/26/2015    00:15:10          482        242   PRT73               CN7070I   infosele      ZY81  5124034057
 06/26/2015   00:09:27   06/26/2015    00:15:33         5094       2548   PRT70  CN1000B_Combined_SF1   infosele      ZY81  5124034104
 06/26/2015   00:11:42   06/26/2015    00:18:49          536        269   PRT73               CN7070J   infosele      ZY81  5124034058
 06/26/2015   00:14:30   06/26/2015    00:19:39         4960       2482   PRT70  CN1000C_Combined_SF1   infosele      ZY81  5124034107
 06/26/2015   00:18:34   06/26/2015    00:24:37         4828       2414   PRT70  CN1000D_Combined_SF1   infosele      ZY81  5124034108
 06/26/2015   00:28:29   06/26/2015    00:29:52          140         71   PRT72               CN7080A   infosele      ZY81  5124034021
 06/26/2015   00:23:40   06/26/2015    00:29:55         5210       2606   PRT70  CN1000E_Combined_SF1   infosele      ZY81  5124034109
 06/26/2015   00:28:49   06/26/2015    00:30:01          102         52   PRT73               CN7051A   infosele      ZY81  5124034039
 06/26/2015   00:28:53   06/26/2015    00:30:53          112         57   PRT73               CN7051B   infosele      ZY81  5124034040
 06/26/2015   00:28:34   06/26/2015    00:31:05          174         88   PRT72               CN7080B   infosele      ZY81  5124034022
 06/26/2015   00:28:58   06/26/2015    00:31:35          120         61   PRT73               CN7051C   infosele      ZY81  5124034041
 06/26/2015   00:29:03   06/26/2015    00:32:28           92         47   PRT73               CN7051D   infosele      ZY81  5124034042
 06/26/2015   00:28:42   06/26/2015    00:32:54          248        125   PRT72               CN7080C   infosele      ZY81  5124034059
 06/26/2015   00:29:17   06/26/2015    00:33:12          120         61   PRT73               CN7051E   infosele      ZY81  5124034043
 06/26/2015   00:29:52   06/26/2015    00:34:04          178         90   PRT72               CN7080D   infosele      ZY81  5124034060
 06/26/2015   00:28:52   06/26/2015    00:34:05         5156       2580   PRT70  CN1000F_Combined_SF1   infosele      ZY81  5124034105
 06/26/2015   00:30:11   06/26/2015    00:34:07          100         51   PRT73               CN7051F   infosele      ZY81  5124034044
 06/26/2015   00:30:53   06/26/2015    00:34:47          118         60   PRT73               CN7051G   infosele      ZY81  5124034045
 06/26/2015   00:31:05   06/26/2015    00:35:20          120         61   PRT72               CN7080E   infosele      ZY81  5124034061
 06/26/2015   00:31:45   06/26/2015    00:35:32          100         51   PRT73               CN7051H   infosele      ZY81  5124034046
 06/26/2015   00:31:56   06/26/2015    00:36:01          136         69   PRT72               CN7080F   infosele      ZY81  5124034023
 06/26/2015   00:32:28   06/26/2015    00:36:23          126         64   PRT73               CN7051I   infosele      ZY81  5124034047
 06/26/2015   00:33:26   06/26/2015    00:37:13          104         53   PRT73               CN7051J   infosele      ZY81  5124034048
 06/26/2015   00:32:54   06/26/2015    00:37:31          166         84   PRT72               CN7080G   infosele      ZY81  5124034024
 06/26/2015   00:34:04   06/26/2015    00:38:21          178         90   PRT72               CN7080H   infosele      ZY81  5124034025
 06/26/2015   00:33:05   06/26/2015    00:38:40         5482       2742   PRT70  CN1000G_Combined_SF1   infosele      ZY81  5124034106
 06/26/2015   00:35:07   06/26/2015    00:39:14          164         83   PRT78  UCT-4348-E_8879634_0   infosele      ZY18  5124034115
 06/26/2015   00:35:20   06/26/2015    00:39:42          208        105   PRT72               CN7080I   infosele      ZY81  5124034026


                                         Report of Latest Completed Jobs

   Start        Start       End         End          Pages     Sheets
   Date         Time        Date        Time        Printed    Printed   Printer       JobName           JOBID      Form     GlobalID
 ----------  ----------  ----------   ----------   ---------- ----------  -----  --------------------   --------  --------  ----------
 06/26/2015   00:36:48   06/26/2015    00:41:17          216        109   PRT72               CN7080J   infosele      ZY81  5124034027
 06/26/2015   00:39:43   06/26/2015    00:43:43          516        259   PRT73               CN7121A   infosele      ZY81  5124034063
 06/26/2015   00:37:34   06/26/2015    00:44:08         4872       2436   PRT70  CN1000H_Combined_SF1   infosele      ZY81  5124034110
 06/26/2015   00:43:25   06/26/2015    00:44:41          116         59   PRT78  UCT-9613-E_8879743_6   infosele      ZY18  5124034117
 06/26/2015   00:43:29   06/26/2015    00:45:46          144         73   PRT78  UCT-9613-E_8879744_e   infosele      ZY18  5124034118
 06/26/2015   00:42:33   06/26/2015    00:46:08          152         77   PRT72               CN7141A   infosele      ZY81  5124034073
 06/26/2015   00:42:38   06/26/2015    00:46:39          130         66   PRT72               CN7141B   infosele      ZY81  5124034074
 06/26/2015   00:42:43   06/26/2015    00:47:21          132         67   PRT72               CN7141C   infosele      ZY81  5124034075
 06/26/2015   00:40:19   06/26/2015    00:47:29          480        241   PRT73               CN7121B   infosele      ZY81  5124034064
 06/26/2015   00:42:52   06/26/2015    00:48:23          140         71   PRT72               CN7141D   infosele      ZY81  5124034076
 06/26/2015   00:41:34   06/26/2015    00:48:28         5294       2648   PRT70  CN1000I_Combined_SF1   infosele      ZY81  5124034111
 06/26/2015   00:43:43   06/26/2015    00:49:42          382        192   PRT73               CN7121C   infosele      ZY81  5124034065
 06/26/2015   00:45:25   06/26/2015    00:50:02          172         87   PRT72               CN7141E   infosele      ZY81  5124034077
 06/26/2015   00:46:39   06/26/2015    00:50:55          126         64   PRT72               CN7141F   infosele      ZY81  5124034078
 06/26/2015   00:50:31   06/26/2015    00:51:14           38         20   PRT78  UCT-14235-1-E_887965   infosele      ZY18  5124034144
 06/26/2015   00:47:34   06/26/2015    00:51:19          114         58   PRT72               CN7141G   infosele      ZY81  5124034079
 06/26/2015   00:48:23   06/26/2015    00:52:14          136         69   PRT72               CN7141H   infosele      ZY81  5124034080
 06/26/2015   00:47:24   06/26/2015    00:52:37         5068       2536   PRT70  CN1000J_Combined_SF1   infosele      ZY81  5124034114
 06/26/2015   00:50:33   06/26/2015    00:52:47          204        103   PRT78  UCT-14235-E_8879657_   infosele      ZY18  5124034145
 06/26/2015   00:51:33   06/26/2015    00:52:49          314        158   PRT70  CN3000A_Combined_SF1   infosele      ZY81  5124034102
 06/26/2015   00:46:47   06/26/2015    00:52:54          458        230   PRT73               CN7121D   infosele      ZY81  5124034066
 06/26/2015   00:51:46   06/26/2015    00:52:55           64         32   PRT70  CN4000A_Combined_SF1   infosele      ZY81  5124033902
 06/26/2015   00:51:50   06/26/2015    00:53:05          202        102   PRT70  CN7100A_Combined_SF1   infosele      ZY81  5124034062
 06/26/2015   00:50:40   06/26/2015    00:53:05           20         11   PRT78  UCT-14689-E_8879668_   infosele      ZY18  5124034150
 06/26/2015   00:49:20   06/26/2015    00:53:10          126         64   PRT72               CN7141I   infosele      ZY81  5124034081
 06/26/2015   00:50:13   06/26/2015    00:54:17          152         77   PRT72               CN7141J   infosele      ZY81  5124034082
 06/26/2015   00:53:45   06/26/2015    00:54:17            8          8   PRT72              #7016430   JOB01493      ZY81  5124034112
 06/26/2015   00:53:46   06/26/2015    00:54:37           38         38   PRT72              #7016430   JOB01493      ZY81  5124034113
 06/26/2015   00:53:49   06/26/2015    00:54:42           14          8   PRT72  CN2300A_Combined_SF1   infosele      ZY81  5124034116
 06/26/2015   00:51:56   06/26/2015    00:55:19         2754       1378   PRT70  CN7500A_Combined_LF1   infosele      ZY81  5124034087
 06/26/2015   00:49:42   06/26/2015    00:56:04          456        229   PRT73               CN7121E   infosele      ZY81  5124034067
 06/26/2015   00:52:54   06/26/2015    00:56:14           26         14   PRT73               CN1150C   infosele      ZY81  5124034013
 06/26/2015   00:50:06   06/26/2015    00:56:25          293        293   PRT77  UCT-8924-E_8879678_5   infosele      Q571  5124034180
 06/26/2015   00:58:03   06/26/2015    01:00:44          324        163   PRT72  PKT024_8879695_a29ca   infosele      ZY81  5124034119
 06/26/2015   00:58:13   06/26/2015    01:00:47           16          9   PRT72  PKT025_8879663_bfa99   infosele      ZY81  5124034120
 06/26/2015   00:57:08   06/26/2015    01:01:03          498        250   PRT73               CN7121F   infosele      ZY81  5124034068
 06/26/2015   00:58:15   06/26/2015    01:01:05           34         18   PRT72  PKT070_8879691_88d8e   infosele      ZY81  5124034121
 06/26/2015   00:50:43   06/26/2015    01:01:30          370        186   PRT78  UCT-16838-E_8879726_   infosele      ZY18  5124034157
 06/26/2015   00:52:32   06/26/2015    01:01:30           36         19   PRT78  UCT-7412-E_8879681_8   infosele      ZY18  5124034165
 06/26/2015   00:58:18   06/26/2015    01:01:39           76         39   PRT72  PKT071_8879692_56733   infosele      ZY81  5124034122
 06/26/2015   00:52:47   06/26/2015    01:02:17           38         20   PRT78  UCT-9616-1-E_8879680   infosele      ZY18  5124034196
 06/26/2015   00:53:05   06/26/2015    01:02:17           44         23   PRT78  UCT-9616-E_8879679_4   infosele      ZY18  5124034197
 06/26/2015   00:58:42   06/26/2015    01:02:18           94         48   PRT72  PKT072_8879693_9075d   infosele      ZY81  5124034123
 06/26/2015   00:59:20   06/26/2015    01:02:20            8          5   PRT72  PKT075_8879694_7c5e4   infosele      ZY81  5124034124
 06/26/2015   00:53:25   06/26/2015    01:02:29           48         25   PRT78  UCT-9628-1-E_8879677   infosele      ZY18  5124034198
 06/26/2015   00:57:34   06/26/2015    01:04:22          496        249   PRT73               CN7121G   infosele      ZY81  5124034069
 06/26/2015   00:59:24   06/26/2015    01:05:16           34         18   PRT72  PKT081_8879714_52127   infosele      ZY81  5124034125
 06/26/2015   00:59:38   06/26/2015    01:05:20            6          4   PRT72  UCT-10053-E_8879646_   infosele      ZY81  5124034126
 06/26/2015   00:59:41   06/26/2015    01:05:23            6          4   PRT72  UCT-10056-E_8879718_   infosele      ZY81  5124034127
 06/26/2015   01:00:46   06/26/2015    01:05:29           10          6   PRT72  UCT-10300-E_8879712_   infosele      ZY81  5124034128
 06/26/2015   01:00:48   06/26/2015    01:05:31            6          4   PRT72  UCT-10333-E_8879702_   infosele      ZY81  5124034129
 06/26/2015   01:01:07   06/26/2015    01:05:40           10          6   PRT72  UCT-10334-E_8879703_   infosele      ZY81  5124034130
 06/26/2015   01:01:41   06/26/2015    01:05:49           28         15   PRT72  UCT-10344-E_8879707_   infosele      ZY81  5124034131


                                         Report of Latest Completed Jobs

   Start        Start       End         End          Pages     Sheets
   Date         Time        Date        Time        Printed    Printed   Printer       JobName           JOBID      Form     GlobalID
 ----------  ----------  ----------   ----------   ---------- ----------  -----  --------------------   --------  --------  ----------
 06/26/2015   01:02:19   06/26/2015    01:05:57            8          5   PRT72  UCT-10868-E_8879648_   infosele      ZY81  5124034132
 06/26/2015   01:02:22   06/26/2015    01:06:01           14          8   PRT72  UCT-111-E_8879683_b4   infosele      ZY81  5124034133
 06/26/2015   01:05:18   06/26/2015    01:06:08           16          9   PRT72  UCT-11401-E_8879652_   infosele      ZY81  5124034134
 06/26/2015   01:05:59   06/26/2015    01:06:12            6          6   PRT77  UCT-16389-E_8879700_   infosele      ZY70  5124034153
 06/26/2015   01:05:22   06/26/2015    01:06:28           40         21   PRT72  UCT-118-E_8879684_c2   infosele      ZY81  5124034135
 06/26/2015   00:54:26   06/26/2015    01:06:30         9992       4998   PRT70  CN7500A_Combined_SF1   infosele      ZY81  5124034088
 06/26/2015   00:53:47   06/26/2015    01:07:09          644        323   PRT78  UCT-9628-E_8879676_2   infosele      ZY18  5124034199
 06/26/2015   01:01:03   06/26/2015    01:07:27          420        211   PRT73               CN7121H   infosele      ZY81  5124034070
 06/26/2015   01:05:24   06/26/2015    01:07:41          174         88   PRT72  UCT-121-E_8879644_52   infosele      ZY81  5124034136
 06/26/2015   01:05:31   06/26/2015    01:07:41            6          4   PRT72  UCT-12359-E_8879708_   infosele      ZY81  5124034137
 06/26/2015   01:05:33   06/26/2015    01:07:48            8          5   PRT72  UCT-13036-E_8879724_   infosele      ZY81  5124034138
 06/26/2015   01:05:43   06/26/2015    01:07:56            8          5   PRT72  UCT-13364-E_8879713_   infosele      ZY81  5124034139
 06/26/2015   01:03:37   06/26/2015    01:07:59          116         59   PRT78  UCT-9630-1-E_8879671   infosele      ZY18  5124034200
 06/26/2015   01:05:51   06/26/2015    01:08:05           16          9   PRT72  UCT-13909-E_8879637_   infosele      ZY81  5124034140
 06/26/2015   01:05:59   06/26/2015    01:08:05            6          4   PRT72  UCT-13932-E_8879638_   infosele      ZY81  5124034141
 06/26/2015   01:06:01   06/26/2015    01:08:19           24         13   PRT72  UCT-13943-E_8879640_   infosele      ZY81  5124034142
 06/26/2015   01:06:09   06/26/2015    01:09:02           94         48   PRT72  UCT-14011-E_8879664_   infosele      ZY81  5124034143
 06/26/2015   01:06:29   06/26/2015    01:09:06            6          4   PRT72  UCT-14236-E_8879661_   infosele      ZY81  5124034146
 06/26/2015   01:07:44   06/26/2015    01:09:15           16          9   PRT72  UCT-14238-1-E_887967   infosele      ZY81  5124034147
 06/26/2015   01:07:46   06/26/2015    01:09:19           10          6   PRT72  UCT-14241-E_8879645_   infosele      ZY81  5124034148
 06/26/2015   01:07:48   06/26/2015    01:09:23           10          6   PRT72  UCT-15120-E_8879687_   infosele      ZY81  5124034151
 06/26/2015   01:07:56   06/26/2015    01:09:46           52         27   PRT72  UCT-16429-E_8879704_   infosele      ZY81  5124034152
 06/26/2015   01:08:06   06/26/2015    01:09:49            6          4   PRT72  UCT-16668-E_8879721_   infosele      ZY81  5124034154
 06/26/2015   01:08:07   06/26/2015    01:09:58            6          4   PRT72  UCT-16741-E_8879723_   infosele      ZY81  5124034155
 06/26/2015   01:08:21   06/26/2015    01:09:58            8          5   PRT72  UCT-16826-E_8879725_   infosele      ZY81  5124034156
 06/26/2015   01:09:05   06/26/2015    01:10:14           44         23   PRT72  UCT-16969-E_8879727_   infosele      ZY81  5124034158
 06/26/2015   01:09:07   06/26/2015    01:10:28           24         13   PRT72  UCT-17498-1-E_887973   infosele      ZY81  5124034159
 06/26/2015   01:04:22   06/26/2015    01:10:46          500        251   PRT73               CN7121I   infosele      ZY81  5124034071
 06/26/2015   01:09:17   06/26/2015    01:11:13          104         53   PRT72  UCT-17498-E_8879730_   infosele      ZY81  5124034160
 06/26/2015   01:09:21   06/26/2015    01:11:21            8          5   PRT72  UCT-17507-E_8879729_   infosele      ZY81  5124034161
 06/26/2015   01:09:24   06/26/2015    01:11:24           14          8   PRT72  UCT-17666-E_8879732_   infosele      ZY81  5124034162
 06/26/2015   01:09:47   06/26/2015    01:11:57           64         33   PRT72  UCT-4629-E_8879716_5   infosele      ZY81  5124034163
 06/26/2015   01:09:51   06/26/2015    01:12:11           32         17   PRT72  UCT-6491-E_8879728_5   infosele      ZY81  5124034164
 06/26/2015   01:10:00   06/26/2015    01:12:20           16          9   PRT72  UCT-7616-E_8879639_d   infosele      ZY81  5124034166
 06/26/2015   01:10:02   06/26/2015    01:12:23            8          5   PRT72  UCT-8179-E_8879697_9   infosele      ZY81  5124034167
 06/26/2015   01:10:16   06/26/2015    01:12:30           16          9   PRT72  UCT-8700-E_8879719_8   infosele      ZY81  5124034168
 06/26/2015   01:10:30   06/26/2015    01:12:48           36         19   PRT72  UCT-8716-E_8879647_3   infosele      ZY81  5124034169
 06/26/2015   01:11:15   06/26/2015    01:13:01           22         12   PRT72  UCT-8717-E_8879688_6   infosele      ZY81  5124034170
 06/26/2015   01:11:23   06/26/2015    01:13:03           10          6   PRT72  UCT-8724-E_8879654_c   infosele      ZY81  5124034171
 06/26/2015   01:11:25   06/26/2015    01:13:05            6          4   PRT72  UCT-8725-E_8879649_5   infosele      ZY81  5124034172
 06/26/2015   01:11:59   06/26/2015    01:13:33           62         32   PRT72  UCT-8725-E_8879650_4   infosele      ZY81  5124034173
 06/26/2015   01:12:14   06/26/2015    01:13:40            8          5   PRT72  UCT-8726-E_8879701_2   infosele      ZY81  5124034174
 06/26/2015   01:07:27   06/26/2015    01:13:44          420        211   PRT73               CN7121J   infosele      ZY81  5124034072
 06/26/2015   01:12:22   06/26/2015    01:13:49           22         12   PRT72  UCT-8728-E_8879651_4   infosele      ZY81  5124034175
 06/26/2015   01:04:58   06/26/2015    01:13:49          132         67   PRT78  UCT-9630-E_8879666_e   infosele      ZY18  5124034201
 06/26/2015   01:12:24   06/26/2015    01:13:52            6          4   PRT72  UCT-8729-E_8879653_7   infosele      ZY81  5124034176
 06/26/2015   01:12:31   06/26/2015    01:13:56            6          4   PRT72  UCT-8735-E_8879705_4   infosele      ZY81  5124034177
 06/26/2015   01:12:50   06/26/2015    01:13:59            8          5   PRT72  UCT-8736-E_8879710_1   infosele      ZY81  5124034178
 06/26/2015   01:05:56   06/26/2015    01:14:00           28         15   PRT78  UCT-9719-E_8879643_4   infosele      ZY18  5124034208
 06/26/2015   01:13:02   06/26/2015    01:14:08           16          9   PRT72  UCT-8861-E_8879715_f   infosele      ZY81  5124034179
 06/26/2015   01:06:08   06/26/2015    01:14:10           12          7   PRT78  UCT-9845-1-E_8879672   infosele      ZY18  5124034212
 06/26/2015   01:13:04   06/26/2015    01:14:16           12          7   PRT72  UCT-9061-E_8879711_8   infosele      ZY81  5124034181
 06/26/2015   01:13:06   06/26/2015    01:14:18            6          4   PRT72  UCT-9062-E_8879709_8   infosele      ZY81  5124034182


                                         Report of Latest Completed Jobs

   Start        Start       End         End          Pages     Sheets
   Date         Time        Date        Time        Printed    Printed   Printer       JobName           JOBID      Form     GlobalID
 ----------  ----------  ----------   ----------   ---------- ----------  -----  --------------------   --------  --------  ----------
 06/26/2015   01:13:34   06/26/2015    01:14:21            6          4   PRT72  UCT-9080-E_8879717_6   infosele      ZY81  5124034183
 06/26/2015   01:13:43   06/26/2015    01:14:32            8          5   PRT72  UCT-9082-E_8879696_3   infosele      ZY81  5124034184
 06/26/2015   01:13:50   06/26/2015    01:14:32           10          6   PRT72  UCT-9129-E_8879689_1   infosele      ZY81  5124034185
 06/26/2015   01:13:52   06/26/2015    01:15:10           84         43   PRT72  UCT-9237-E_8879686_f   infosele      ZY81  5124034186
 06/26/2015   01:05:33   06/26/2015    01:15:14        10002       5002   PRT70  CN7500A_Combined_SF2   infosele      ZY81  5124034089
 06/26/2015   01:13:58   06/26/2015    01:15:59            8          5   PRT72  UCT-940-E_8879641_1d   infosele      ZY81  5124034187
 06/26/2015   01:14:01   06/26/2015    01:15:59           18         10   PRT72  UCT-9594-1-E_8879660   infosele      ZY81  5124034188
 06/26/2015   01:14:09   06/26/2015    01:15:59           12          7   PRT72  UCT-9594-E_8879655_d   infosele      ZY81  5124034189
 06/26/2015   01:14:17   06/26/2015    01:15:59            8          5   PRT72  UCT-9596-E_8879720_f   infosele      ZY81  5124034190
 06/26/2015   01:14:20   06/26/2015    01:15:59           14          8   PRT72  UCT-9601-E_8879642_8   infosele      ZY81  5124034193
 06/26/2015   01:14:23   06/26/2015    01:16:38          116         59   PRT72  UCT-9605-E_8879685_8   infosele      ZY81  5124034194
